file_type,file_path,preview_detected,status,screenshot
PNG,C:\Users\NEXT GEN\Desktop\ITPM Assignment\test_automation_ui\sample.png,True,PASS,C:\Users\NEXT GEN\Desktop\ITPM Assignment\test_automation_ui\results\preview_pass.png
